image_file,verbatimDate,verbatimDate_confidence,verbatimLocality,verbatimLocality_confidence
1706477.jpeg,MISSING,0.843846620,Al,0.985841164
1707659.jpeg,MISSING,0.717596241,Al,0.027526523
1709472.jpeg,MISSING,0.529854501,Dyrehaven,0.231903607
1705813.jpeg,MISSING,0.932667475,Dyrehaven,0.769878751
1705911.jpeg,30-5-1909,0.920190967,Dyrehaven,0.769284632
1705794.jpeg,1883,0.081591391,Ejsbøl,0.133576841
1708027.jpeg,4/7.1907,0.663828433,Sørup,0.704822674
1743906.jpeg,25/7 1948,0.358451046,Spandet Egekrat Sønderjylland,0.130903304
1706144.jpeg,MISSING,0.884246741,MISSING,0.524210367
1742737.jpeg,MISSING,0.435983631,Dyrehaven,0.777602304
1728500.jpeg,28/4 70,0.073273719,Ørholm,0.408357078
1742829.jpeg,MISSING,0.079809033,MISSING,0.154371022
1708928.jpeg,22.8.12,0.599069415,Thorsager,0.787702334
1728532.jpeg,28-5-61.,0.450242498,Eremitagen,0.666799030
1743741.jpeg,1/10 1893,0.383998181,Dyrehaven,0.709575629
1706073.jpeg,19. 7. 1928,0.192988784,Dronninglund,0.340033343
1709401.jpeg,27.IV.2022,0.541439830,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.624913610
1707042.jpeg,8-6-1919,0.799287663,Dyrehaven,0.757996363
1710405.jpeg,6.6.1927,0.463610185,Høbjerg,0.604416490
1706828.jpeg,12/6 1962,0.828102455,Tisvilde Hegn Nordsjælland,0.194771143
1709490.jpeg,MISSING,0.525695665,Dyrehaven,0.781167020
1707362.jpeg,MISSING,0.755025765,Kb,0.971582298
1744443.jpeg,11.8.1922,0.346568657,Sønderborg,0.045053046
1744595.jpeg,MISSING,0.330230373,MISSING,0.422615944
1706976.jpeg,6/1869.,0.808199454,Nykjøbing paa Lolland | Ti,0.050103062
1709337.jpeg,19-9-1953,0.550351622,Dyrehaven,0.725022734
1709578.jpeg,16 4 70,0.040597151,Dyrehaven,0.316565626
1705690.jpeg,MISSING,0.951679297,Bo,0.989702940
1709496.jpeg,MISSING,0.523913307,Dyrehaven,0.780275841
1744604.jpeg,MISSING,0.328745074,MISSING,0.421130646
1743953.jpeg,6-4-1970,0.052776599,Løsø,0.892564413
1707397.jpeg,14.V.89.,0.748787511,Sondbg,0.043270688
1708924.jpeg,22.8.22,0.599366475,Thorsager,0.788296453
1708019.jpeg,MISSING,0.665313731,MISSING,0.488563201
1707227.jpeg,17-7-1977,0.781167020,Jægerspr. N.Sk.,0.359342225
1742760.jpeg,MISSING,0.430933616,Møen,0.360233404
1709802.jpeg,14.9.1948,0.500148530,Rye Skov v. Borup Sjæll.,0.124367990
1708959.jpeg,7/9.1870,0.596989997,Bornholm,0.774631707
1708760.jpeg,10/1873,0.626398909,Rask Horsens | Ho,0.552728099
1706196.jpeg,27/6 1934,0.877117308,Skallingen,0.683137314
1705531.jpeg,MISSING,0.972473477,Danmark,0.877711428
1708031.jpeg,31/5.88.,0.663531373,Gaabense,0.813843589
1743937.jpeg,30.10 1964,0.203979994,V.Sjælland Røsnæs Kongstrup Kl,0.181700515
1706415.jpeg,16.5.1896,0.288344953,Friis's Mark,0.230121249
1705680.jpeg,3/6 1870.,0.117832677,Rønne,0.063173689
1707269.jpeg,17-VIII-1976,0.771364050,Krenkerup,0.749678691
1709870.jpeg,12/7.1870,0.146053349,Ørholm,0.900882085
1708809.jpeg,MISSING,0.077135496,Horsens Bøje Tebbstr,0.036438315
1709776.jpeg,20-5-1956,0.185265232,JægersprisNord skov,0.078917854
1709832.jpeg,28.7.1923,0.496583813,Thorsager,0.717893301
1743996.jpeg,23-9-1956,0.348648075,Boserup,0.547381025
1744647.jpeg,10-5-1956,0.326071537,Kongelunden,0.577681115
1743777.jpeg,19-9-36,0.014752955,Klosterh,0.202494695
1706163.jpeg,1/8.1901,0.160906335,Sandager Lolland,0.321318581
1744554.jpeg,MISSING,0.337656866,Kb,0.979008791
1709884.jpeg,MISSING,0.492127918,Falster,0.601742952
1707218.jpeg,30-8-62.,0.782949379,Dyrehaven,0.752055168
1706438.jpeg,14/6.1871,0.170115186,Dronninglund,0.146647469
1708755.jpeg,MISSING,0.626695968,Veile | Ve,0.262203698
1728462.jpeg,MISSING,0.460045468,Kb,0.952273416
1728571.jpeg,MISSING,0.445786602,MISSING,0.439548348
1708024.jpeg,10 Okt. 1884,0.664422552,Tebbestrup,0.311515611
1708034.jpeg,7/7 1907,0.662937254,Frederiksværk,0.261015459
1706487.jpeg,15/6 1871.,0.842064262,Nord for Storskoven Vendsyssel | Al,0.311218551
1710347.jpeg,26-8-1956,0.473710215,Nekselø S.,0.669472567
1743783.jpeg,13-8-36.,0.378056987,Hindsholm,0.604119430
1705912.jpeg,4-5-1914,0.299336162,Vamdrup,0.872364353
1742792.jpeg,MISSING,0.425289482,Lolland,0.845034859
1709204.jpeg,18.10.1997,0.567284025,Holmegårds Mose,0.247053653
1707695.jpeg,MISSING,0.710763868,Boserup,0.888702637
1707516.jpeg,19-6-1954,0.265768415,"Ørgaard Nors, Thy",0.293692028
1707252.jpeg,MISSING,0.775522886,Dyrehaven,0.067332525
1709786.jpeg,14. IV. 1995,0.501930888,LFM PF67 MALTRUP,0.313000909
1744545.jpeg,MISSING,0.339142164,Kb,0.947223401
1706123.jpeg,6/1870,0.149023947,Bornholm,0.820973022
1706969.jpeg,29/5 1870,0.168629888,Dyrehaven | Kb,0.866423159
1708930.jpeg,22.8.22,0.242894817,Thorsager,0.787405274
1705628.jpeg,30-V 1997,0.139518036,"DRAVED SKOV, SJ",0.175759321
1709808.jpeg,19.IX.1992,0.499257351,Høstemark Skov NEJ,0.255074265
1743030.jpeg,11.5.1982.,0.411327675,Grib skov,0.711952107
1728476.jpeg,MISSING,0.456777811,MISSING,0.441924826
1707436.jpeg,8/6-19.,0.266956654,Hammeren,0.818002425
1706139.jpeg,MISSING,0.885732040,Bo,0.976335253
1707006.jpeg,1/6.1899,0.275571385,Kjeldskov,0.351024553
1709428.jpeg,27.IV.2022,0.534607457,"DENMARK: NEZ: Hellebæk Avlsgård, Kohave, 56.0554N 12.5439E",0.316862686
1707561.jpeg,26-6-1955,0.729775690,Lindholm,0.816220067
1744614.jpeg,MISSING,0.328150955,Esbjerg,0.838499545
1707831.jpeg,MISSING,0.694425584,SS,0.981979388
1705945.jpeg,5.6.1965,0.298444983,Knudshoved,0.694128524
1706194.jpeg,13/6 1939. | 13/6 39,0.293692028,Ærø Svendborg Amt,0.077729615
1707775.jpeg,MISSING,0.699475599,Øbjerggård,0.039111852
1706841.jpeg,8-9-1970,0.825428918,Læsø,0.657590179
1708422.jpeg,17-5-1964,0.652243104,Jægerspr. N.Sk,0.317456805
1709333.jpeg,23-10-57.,0.550648681,Eremitagen,0.670066687
1707813.jpeg,6/1862,0.262203698,Ti | Kulhuset Jægerspris,0.370333434
1707008.jpeg,2/5-1910,0.160015156,Vester Ulslev,0.314486208
1743798.jpeg,3/5-1942,0.376571688,Tisvilde Hegn ved Asserbo,0.187047590
1705858.jpeg,MISSING,0.925835102,MISSING,0.528963322
1708799.jpeg,28/9 84,0.246162473,Tebbestrup bakker Randers,0.130012125
1707268.jpeg,17.VIII-1976,0.771661109,Krenkerup,0.749975750
1709128.jpeg,25-6-1960,0.056341316,Jægerspr. N.Sj.,0.100900273
1744691.jpeg,10-5-1956,0.198038800,Kongelunden,0.341815702
1708844.jpeg,14.10.1979.,0.612140042,Lindum skov,0.324586238
1705535.jpeg,21/7-1920,0.971582298,Hammer Bakker Vendsyssel,0.133873901
1706260.jpeg,4/6 87 | 6/80,0.060203092,Harb. Str. | Eremitag,0.054558957
1706945.jpeg,26/5.1870,0.276759624,Dyrehaven,0.233685965
1706091.jpeg,MISSING,0.894940891,Veilø Bugt,0.585107608
1709370.jpeg,12-10-1952,0.547975144,Dyrehaven,0.723240376
1744623.jpeg,22/5-1900,0.200712337,Vester Ulslev Kjeldskov,0.082779630
1744626.jpeg,MISSING,0.327853895,MISSING,0.420833586
1710351.jpeg,26-8-1956,0.472521976,Nekselø S.,0.668878448
1708001.jpeg,MISSING,0.667393149,Lolland,0.857511367
1706444.jpeg,14/6.1871,0.285968475,Dronninglund,0.141003334
1707168.jpeg,MISSING,0.789187633,MS,0.836420127
1708788.jpeg,10/73,0.247053653,Rask Horsens,0.355183389
1743591.jpeg,Juni 1817.,0.389345256,Sielland,0.808199454
1707388.jpeg,MISSING,0.134170961,MISSING,0.336468627
1706108.jpeg,17/6.1870,0.891376175,Rø Bornholm,0.642143074
1707672.jpeg,MISSING,0.133279782,MISSING,0.336171567
1708933.jpeg,MISSING,0.598178236,Øbjerggård,0.637984238
1708987.jpeg,MISSING,0.593128221,MISSING,0.160015156
1744661.jpeg,16-5-1991,0.324586238,Jylland Skallingen,0.176056381
1709192.jpeg,29-8-1952,0.569066384,Dyrehaven,0.730963928
1705892.jpeg,31/8 1944.,0.922567445,Ulfshale Møen,0.275571385
1706313.jpeg,6/1869,0.291018490,Agrivig Schulih,0.016535314
1709101.jpeg,11/9 -1965.,0.579463474,4 km. S.V. Gl. Skagen,0.129715065
1707562.jpeg,26-6-1955,0.729478630,Lindholm,0.815923007
1728572.jpeg,MISSING,0.445489542,MISSING,0.439251288
1707694.jpeg,MISSING,0.711060928,Boserup,0.859590785
1705784.jpeg,15.7.1908,0.936232192,Ordrup,0.646301910
1709505.jpeg,13/5. 1870,0.522428008,Aldershvile,0.541142771
1706252.jpeg,24.6.1975,0.870581995,GRØNNINGEN FANØ | DANMARK,0.327259776
1709034.jpeg,4/9.1905,0.240815399,Vester Ulslev Haven,0.208435890
1708376.jpeg,27.4-49,0.657887239,Frederikslund,0.405980600
1707265.jpeg,23.7.1998,0.772552289,Dyrehaven,0.750569870
1743711.jpeg,23/4 1891,0.211109427,Saltesø Skov,0.181403456
1743559.jpeg,MISSING,0.395880570,Skagen,0.912467414
1709060.jpeg,Aug 1934,0.162985753,Tange v. Ribe,0.393207032
1709921.jpeg,MISSING,0.485295544,Boserup,0.848599576
1705561.jpeg,7-6-1922,0.970394059,Dyrehaven,0.771364050
1707447.jpeg,13/6 1939. | 13/6 39,0.108623825,Ærø Svendborg Amt,0.081294332
1728471.jpeg,MISSING,0.457668991,MISSING,0.156450440
1705982.jpeg,6-1915.,0.912170355,Vorbasse,0.378651106
1743013.jpeg,19.V.2022,0.414001212,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.561936951
1709502.jpeg,MISSING,0.522725068,Dyrehaven,0.779681722
1705698.jpeg,MISSING,0.949896938,Øbjerggård Næstved | SS,0.202197636
1744436.jpeg,8.5.25,0.348053956,Saltholm,0.806714156
1709384.jpeg,19.IX.1992,0.545004547,Høstemark Skov NEJ,0.255668384
1705994.jpeg,23.7.44,0.910090937,DANMARK | Stasevang,0.706605032
1706362.jpeg,MISSING,0.855431949,MISSING,0.165659291
1742761.jpeg,MISSING,0.430636557,Møen,0.582731131
1706316.jpeg,6/1869,0.099117915,Rørvig,0.831667172
1744562.jpeg,MISSING,0.336171567,Kb,0.944549864
1709791.jpeg,26.3.1978.,0.501336769,Øse,0.835826008
1705515.jpeg,MISSING,0.975147014,MISSING,0.537280994
1709394.jpeg,27.IV.2022,0.543222189,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.608278266
1709229.jpeg,8.10.21,0.565204607,Dyrehaven,0.347162777
1707178.jpeg,MISSING,0.787702334,MS,0.126150349
1709097.jpeg,22.8.22,0.176947560,Thorsager,0.599960594
1705814.jpeg,MISSING,0.932370415,Dyrehaven,0.796614125
1706101.jpeg,MISSING,0.892564413,Veilø Bugt,0.383701122
1709164.jpeg,MISSING,0.573225220,MISSING,0.459154289
1743905.jpeg,26/7 1948,0.105950288,Stensbæk Plantage Sønderjylland,0.180512276
1709139.jpeg,29-VIII 1985,0.237250682,SKIBBY. SJ.,0.090800242
1708958.jpeg,7/9.1870,0.242003637,Bornholm,0.688484389
1743044.jpeg,26.9.1922,0.408951197,Dyreh.,0.828696575
1706268.jpeg,MISSING,0.135656259,MISSING,0.337656866
1705574.jpeg,21-5-49.,0.968908760,Eremitagen,0.613922401
1707927.jpeg,13.5.1938.,0.678087299,Aasø,0.939202789
1705992.jpeg,3.8.1973,0.910685056,Svinø strand,0.575601697
1743522.jpeg,6.6.92,0.093176720,Kulhus,0.115159139
1744700.jpeg,12-5-1957,0.321912701,Saltholm,0.400930585
1743025.jpeg,1. 10-65,0.213485905,Tisvilde h.,0.091097302
1709488.jpeg,MISSING,0.525992725,Dyrehaven,0.781464080
1705864.jpeg,MISSING,0.924646863,Kostr. Banke,0.112782661
1728602.jpeg,11/6 1933 | 22/6 1933,0.070006062,Saltholm,0.289830252
1707052.jpeg,21-5-49.,0.797505305,Eremitagen,0.679869657
1706323.jpeg,7/8 62.,0.026635344,Rørvig,0.151994544
1709274.jpeg,MISSING,0.562531070,Kb,0.981682328
1707161.jpeg,20/8 1888,0.790078812,Bognæs Roeskilde | MS,0.253886026
1710382.jpeg,16-7-1972,0.466877842,EJSTRUPHOLM,0.620457714
1728501.jpeg,10/4 79,0.065550167,Kbh,0.105356169
1705979.jpeg,19.6.96.,0.297850864,Onsild,0.659075477
1707319.jpeg,22.5.22,0.763640497,Søllerød,0.826023037
1709052.jpeg,23.8.03,0.583919370,Mølbæk,0.707793271
1709895.jpeg,MISSING,0.490048500,Kb,0.980791149
1709353.jpeg,MISSING,0.548866323,MISSING,0.454401334
1707424.jpeg,31.5.1888,0.746708093,Gaabense,0.818299485
1705976.jpeg,86.,0.011782358,MISSING,0.166847530
1705459.jpeg,MISSING,0.983464686,Veilø Bugt,0.414298272
1707482.jpeg,30.5-1909 | 1829,0.025447105,Dyrehaven,0.746708093
1742981.jpeg,MISSING,0.419645347,MISSING,0.434795393
1743837.jpeg,13-8-36,0.369739315,Hindsholm,0.708981510
1705962.jpeg,maj 75 | 1975,0.173976963,Vestjyll. Tipperne,0.271412549
1743933.jpeg,29-4-28,0.356074568,Trørød Hegn,0.095256138
1705501.jpeg,MISSING,0.978711731,Odense,0.915438012
1708889.jpeg,13.10.1991,0.605010609,Marselisborg,0.569660503
1710377.jpeg,29. august 1993,0.468066081,"DK, NWZ, PG 27 Kongstrup, Røsnæs",0.175462261
1708725.jpeg,20.10.1946,0.631745984,Salten,0.662343134
1709136.jpeg,24.10.1976,0.576195817,DANMARK | RØLD SKOV SKØRPING,0.113376781
1706011.jpeg,4.VI.1988,0.907714459,Råbjerg K. | DK.NEJ.NJ88,0.074759018
1708838.jpeg,29.3.1975,0.613328281,Tykskov v. Brande,0.280324341
1743793.jpeg,21/9 1934 | 21/9 34,0.207841770,Rudkøbing Svendborg Amt | Ru,0.582137011
1707955.jpeg,76/1870,0.042973628,Dyrehaven,0.651946044
1708441.jpeg,13-4-1963,0.648678387,Nødebohuse Halsnæs,0.238141861
1707684.jpeg,15/6 1871,0.713437405,Jydske Aas Vendsyssel,0.128823886
1706270.jpeg,MISSING,0.868205517,MISSING,0.522428008
1706287.jpeg,13-5-1972,0.865531979,SKALLINGEN,0.682246135
1707418.jpeg,23/6 1905,0.015050015,Mylgård Vendsyssel,0.012673537
1742816.jpeg,MISSING,0.422021825,MISSING,0.435983631
1705525.jpeg,2/7 1898,0.973661716,Kulhuse,0.878305547
1705859.jpeg,MISSING,0.925538042,MISSING,0.528666263
1707649.jpeg,MISSING,0.717893301,Kjøbenhavns Omegn,0.118723856
1707728.jpeg,MISSING,0.707199151,MISSING,0.496286754
1707663.jpeg,MISSING,0.716408002,Mø,0.576195817
1705908.jpeg,8-6-1914,0.920785086,Vamdrup,0.872958472
1709040.jpeg,9/9 72,0.240221279,Dyrh,0.301712640
1709905.jpeg,MISSING,0.488563201,MISSING,0.446677781
1709295.jpeg,MISSING,0.558075174,Kb,0.959996969
1705783.jpeg,3. 6. 1907,0.047726584,København,0.770769930
1743759.jpeg,28/7 1930.,0.381027584,Ærø.,0.707496211
1707622.jpeg,MISSING,0.722052137,Tidsvilde,0.577086996
1705582.jpeg,4-6 1965,0.968017581,V.Sjælland Røsnæs Kongstrup. Kl,0.111297363
1709312.jpeg,10-5-1915,0.555401637,Skagen,0.901773265
1709300.jpeg,26/3 1902,0.233091846,Vester Ulslev,0.249727190
1707548.jpeg,15.7.06,0.036438315,Dyrehaven,0.010891179
1706846.jpeg,d. 6 VIII 1972,0.824240679,Liseleje N. Sj.,0.242894817
1705878.jpeg,6.7.37,0.104762049,Trelde,0.401821764
1706967.jpeg,19/5. 1870.,0.809684753,Dyrehaven | Kb,0.416674750
1709546.jpeg,MISSING,0.514704456,Boserup,0.887217339
1706877.jpeg,26-7-1951,0.819487724,Nivå,0.934746893
1742755.jpeg,MISSING,0.431527736,Øbjerggård,0.584216429
1705617.jpeg,14-5-1954,0.962670506,Kulhuse,0.877117308
1708385.jpeg,17-9-49.,0.656104880,Grib Skov.,0.672740224
1743509.jpeg,MISSING,0.127041528,MISSING,0.332012731
1709831.jpeg,28.7.1923,0.496880873,Thorsager,0.549460443
1743708.jpeg,MISSING,0.387562898,Kb,0.949599879
1705881.jpeg,6.7.37,0.924052743,Trelde,0.823943619
1743947.jpeg,4-4-1953,0.354589269,Glumsø øst-skv,0.103276751
1707814.jpeg,MISSING,0.697396181,Ti,0.638281297
1743590.jpeg,MISSING,0.389642316,MISSING,0.430636557
1707434.jpeg,28/5-16.,0.745222795,Dragør,0.904446802
1706320.jpeg,7/1862,0.861670203,Rørvig,0.277947863
1744643.jpeg,22-5-1955,0.326665656,Skallingen,0.664125493
1709366.jpeg,16.4.70.,0.231903607,Livend,0.170412246
1708797.jpeg,16/7 13,0.020991209,Veile | Rask Horsens,0.207247651
1706985.jpeg,MISSING,0.806714156,MISSING,0.513813277
1705453.jpeg,MISSING,0.984949985,Veilø Bugt,0.614219460
1743802.jpeg,20/7-1932,0.375680509,Skallingen,0.665313731
1705961.jpeg,24.3.1970,0.913061534,Østjylland Klattrup syd f. Vejle,0.197444680
1705762.jpeg,24-5-1915,0.939202789,Skagen,0.910387996
1709784.jpeg,14.IV.1991,0.194771143,LFM PF58 RAVNSBY BAKKE,0.123179751
1707338.jpeg,MISSING,0.759184601,Bornholm,0.377759927
1706775.jpeg,30-6-1912,0.834340709,Sandbjerg,0.762155199
1709375.jpeg,6-4-1952,0.547083965,Dyrehaven,0.722349197
1707690.jpeg,MISSING,0.712249166,Boserup,0.860184905
1707969.jpeg,MISSING,0.673631403,Falster,0.215565323
1707275.jpeg,20-VIII-1976,0.770175811,Maltrup,0.595207639
1744553.jpeg,MISSING,0.337953925,Kb,0.946035162
1709518.jpeg,MISSING,0.520051531,Kb,0.957917551
1743823.jpeg,16.6.1929,0.371521673,Lellinge skov.,0.351915732
1708665.jpeg,9.93 | 4.93,0.071788421,Hunderup,0.053073659
1708762.jpeg,MISSING,0.626101849,MISSING,0.478463171
1706291.jpeg,15.V.2011,0.864640800,Røsnæsgd. NWZ,0.251509548
1707812.jpeg,MISSING,0.697693240,Ti,0.968908760
1709561.jpeg,IV. 91.,0.229230070,Sondbg,0.378056987
1743781.jpeg,30/8 1940,0.111594423,Tange,0.253588966
1707987.jpeg,MISSING,0.670363747,Kb,0.967423462
1709553.jpeg,MISSING,0.512625038,MISSING,0.450836617
1708775.jpeg,MISSING,0.623725371,MISSING,0.475789633
1707769.jpeg,MISSING,0.700960897,Øbjerggård,0.040003031
1707389.jpeg,MISSING,0.749678691,Boserup,0.890187936
1707541.jpeg,MISSING,0.733340406,MISSING,0.500445590
1710340.jpeg,23-6-1961,0.475195514,"MidtJylland Galgehøj, Hjarbæk",0.188532889
1706140.jpeg,MISSING,0.885434980,Bo,0.987623522
1708691.jpeg,21.X. 1976,0.195365262,"Sjælland Røsnæs, Kongstrup",0.192394665
1706963.jpeg,MISSING,0.809981813,Dyrchaven,0.071788421
1709036.jpeg,MISSING,0.585107608,MISSING,0.463610185
1707450.jpeg,18-6-49.,0.742549257,Hestehaven,0.362906941
1744679.jpeg,MISSING,0.323695059,MISSING,0.419942407
1706972.jpeg,MISSING,0.808793574,Kb,0.973661716
1708769.jpeg,MISSING,0.624319491,MISSING,0.476680812
1709582.jpeg,24/7 77,0.020100030,Hareskov,0.017426493
1707703.jpeg,6. 94,0.263688997,Skagen,0.902664444
1708845.jpeg,15-XI-1976,0.611842983,Ejstrupholm,0.627587148
1743003.jpeg,7.6.1990,0.415486511,Sose,0.938014550
1744451.jpeg,14.5.1947,0.345974538,Juelsminde,0.047132464
1707633.jpeg,6/1871.,0.719972719,Vendsyssel,0.560451652
1709767.jpeg,13-9-1952,0.505198545,Laveskov,0.389048196
1707510.jpeg,26-5-1965,0.736905123,V.Sjælland Røsnæs Kongstrup Kl,0.203682934
1707454.jpeg,12-6-50.,0.741361018,Jægerspris,0.612437102
1744697.jpeg,10-5-1956,0.322209761,Kongelunden,0.340924523
1707422.jpeg,23/6.1905,0.747005153,Mølgård Wendsyssel,0.103573810
1708466.jpeg,MISSING,0.644816611,MISSING,0.485592604
1709924.jpeg,MISSING,0.484701425,MISSING,0.444895423
1705977.jpeg,MISSING,0.912467414,MISSING,0.525992725
1707249.jpeg,MISSING,0.776414065,Dyrehaven,0.066441346
1709143.jpeg,Sommer 1940,0.036141255,Pjedsted ved Vejle.,0.150212186
1707041.jpeg,17-6-1922,0.799584723,Dyrehaven,0.758293422
1705683.jpeg,3/6.1870,0.156153380,Rønne,0.927320400
1707692.jpeg,MISSING,0.711655047,Boserup,0.888999697
1744686.jpeg,10-5-1956,0.323397999,Kongelunden,0.342409821
1705498.jpeg,29/5.1870,0.979305850,Dyrehaven,0.654916641
1709427.jpeg,27.IV.2022,0.534904517,"DENMARK: NEZ: Hellebæk Avlsgård, Kohave, 56.0554N, 12.5439E",0.616595938
1706285.jpeg,18-6-1956,0.866126099,Redsle Fl.,0.352806911
1710409.jpeg,3. 6. 1934.,0.463016065,Saltholm,0.810872992
1709821.jpeg,25-6.32,0.226556532,Kandestederne,0.045647166
1706784.jpeg,23.7.22,0.832855411,Tisvilde,0.704228554
1707841.jpeg,MISSING,0.692940285,Jægerspris,0.217644741
1705657.jpeg,15.7.37,0.956432252,Sose,0.884543801
1708723.jpeg,20.10.1946,0.632340103,Salten,0.662937254
1708037.jpeg,5/6 1909,0.662640194,Geels Skov,0.362609882
1709803.jpeg,4.5.1947,0.227447711,Færgelunden Horns H.,0.128229767
1706103.jpeg,MISSING,0.892267354,Veilø Bugt,0.251212489
1743868.jpeg,29-7-49.,0.364689300,Asserbo,0.839984844
1707784.jpeg,6/1862,0.262500758,Jægerspris,0.029308881
1707868.jpeg,4.11.59,0.688187329,Svejbæk,0.416377690
1705958.jpeg,16.6.1929,0.913358594,Lellinge skov,0.527775083
1709341.jpeg,19-9-1953,0.232497727,Dyrehaven,0.724428615
1709007.jpeg,MISSING,0.588969385,Lolland,0.853946651
1743957.jpeg,3.6.1974,0.032576538,KNUDSHODDE SJÆLLAND | DANMARK,0.114862079
1705964.jpeg,maj 75 | 1975,0.084859048,Tipperne Vestj. | Vestjyll. Tipperne,0.028120643
1706422.jpeg,17/6.1871,0.848005456,Dronninglund,0.277650803
1709009.jpeg,MISSING,0.588672325,Lolland,0.853649591
1707299.jpeg,15.5.1947,0.766611094,Juelsminde,0.376274629
1709058.jpeg,23.8.03,0.583028190,Mølbæk,0.695910882
1706834.jpeg,28-5-1965,0.826914216,V.Sjælland Røsnæs Kongstrup Kl,0.194177023
1707407.jpeg,MISSING,0.747896332,MISSING,0.502822067
1706095.jpeg,MISSING,0.894049712,Dyrehaven,0.767205214
1705474.jpeg,7/1870,0.311218551,Ørholm,0.915735071
1708941.jpeg,17/9.1876,0.056638375,Bornholm,0.656104880
1707511.jpeg,26-5-1965,0.736608063,V.Sjælland Røsnæs Kongstrup Kl,0.193582904
1708791.jpeg,10/73,0.246756593,Rask Horsens,0.311812671
1743844.jpeg,10-5-63,0.149915126,Faxe,0.932964535
1743751.jpeg,MISSING,0.382215823,MISSING,0.428557139
1706892.jpeg,20.VII.2021,0.817111246,"DENMARK: NWJ, Hjelm Hede (west), 56.48N, 8.89E, 16 m",0.628181267
1707409.jpeg,21/6 83,0.144865111,Esbjerg,0.397068809
1705524.jpeg,2/7 1898,0.973958775,Kulhuse,0.891376175
1707646.jpeg,MISSING,0.314189148,Møen,0.280918460
1743942.jpeg,d. 12 VIII 1972,0.176353440,Jæ. Dyrehave Sj.,0.224477114
1710336.jpeg,23-6-1961,0.476383753,"MidtJylland Galgehøj, Hjarbæk",0.189721128
1706205.jpeg,17-6-1922,0.875929069,Dyrehaven,0.765422855
1709842.jpeg,19.7.1928,0.494801455,Dronninglund,0.269036072
1744612.jpeg,6. 98,0.032279479,Esbjerg,0.591642922
1709877.jpeg,12/7.1870,0.493316156,Ørholm,0.364095180
1743900.jpeg,19-6-1954,0.359045165,"Ørgaard Nors, Thy",0.290127311
1707873.jpeg,4.1.60,0.260124280,Silkeborg,0.652540164
1706186.jpeg,9/6-19.,0.877711428,Nexø,0.801664141
1709348.jpeg,MISSING,0.549757502,MISSING,0.455292513
1707946.jpeg,6/1870,0.082185511,Dyrehaven,0.790969991
1710385.jpeg,4. VII. 1984,0.466580782,"Kås, Salling NWJ",0.168332828
1706117.jpeg,MISSING,0.889890876,MISSING,0.525695665
1743494.jpeg,6/6.1870,0.164173992,Bo | Østerlars,0.402118824
1742798.jpeg,MISSING,0.423804183,Sondbg,0.118129736
1706064.jpeg,5.6.12,0.898208548,Dyrehaven,0.767502273
1706329.jpeg,MISSING,0.861076084,MISSING,0.521239770
1708405.jpeg,"28.5,18",0.251509548,Thorsager,0.600257654
1743589.jpeg,MISSING,0.389939376,MISSING,0.430933616
1744673.jpeg,MISSING,0.323992119,MISSING,0.420239467
1708423.jpeg,18-9-1965 | 18-9-1965,0.112485602,Bokel | Bokel,0.144568051
1728592.jpeg,9-VI-1979,0.441033647,Røsnæs SNV,0.367659897
1709532.jpeg,MISSING,0.517377993,MISSING,0.453510155
1707404.jpeg,1/6 70,0.038517733,Rø,0.638578357
1707243.jpeg,MISSING,0.777899363,MISSING,0.506980903
1705802.jpeg,4.6.19,0.934449833,Thorsager,0.770472871
1706183.jpeg,8/6-19.,0.878008487,Hammeren,0.820675962
1705713.jpeg,MISSING,0.946629282,MISSING,0.533122158
1728466.jpeg,MISSING,0.459154289,MISSING,0.443410124
1709379.jpeg,6-4-1952 | 6-4-1952,0.546192786,Dyrehaven | Dyrehaven,0.646896029
1707245.jpeg,MISSING,0.777305244,MISSING,0.506386784
1707625.jpeg,MISSING,0.721160958,Tidsvilde,0.745222795
1744682.jpeg,1/6 1933,0.017426493,Saltholm,0.805228857
1706793.jpeg,26.6.1943,0.831667172,Vaserne Furesøen,0.263094877
1708892.jpeg,9-10-1972,0.604119430,MARSELISBORG,0.568769324
1709949.jpeg,24/7 1898,0.482622007,Færgelunden v. stranden,0.137438618
1709155.jpeg,MISSING,0.575007578,MISSING,0.333498030
1709550.jpeg,MISSING,0.513516217,MISSING,0.451727796
1709076.jpeg,17/8 1930.,0.581542892,Viborg-Silkebg,0.257747802
1728597.jpeg,1-5.1949.,0.093473780,Jonstrup Sjæll.,0.199227038
1709388.jpeg,18.5. 1947,0.187047590,Saltholm,0.811170052
1709190.jpeg,29-8-1952,0.569660503,Dyrehaven,0.731558048
1707438.jpeg,9/5-20.,0.744331616,Børstinge Mose,0.373006972
1706490.jpeg,MISSING,0.841470142,Al,0.919299788
1707348.jpeg,MISSING,0.757402243,Bo,0.983761746
1708821.jpeg,MISSING,0.617784177,MISSING,0.471927857
1709480.jpeg,MISSING,0.528072143,Dyrehaven,0.782652319
