image_file,verbatimDate,verbatimDate_confidence,verbatimLocality,verbatimLocality_confidence
1707919.jpeg,13.5.1938,0.678978478,Tranekjær,0.470739618
1707240.jpeg,MISSING,0.778493483,MISSING,0.645410731
1743563.jpeg,MISSING,0.395583510,Ryt,0.040300091
1706935.jpeg,19/5.1870,0.813546529,Dyrehaven,0.752055168
1743877.jpeg,25.5.1947,0.362312822,Voddinge bakker,0.100603213
1709830.jpeg,28.7.1923,0.497177933,Thorsager,0.468660200
1709917.jpeg,MISSING,0.485889664,Boserup,0.844143680
1728555.jpeg,31.v. - 2.vi.1983,0.448460139,F: PF 07 Ristinge Klint,0.138329797
1705499.jpeg,13/5.1870,0.979008791,Aldershvile,0.434201273
1743935.jpeg,6-6-27,0.355777508,Liseleje,0.473116096
1708014.jpeg,4-96,0.257153683,Fr. Bøge,0.431230676
1744449.jpeg,2.4.1919,0.124962110,Esbjerg,0.038814792
1742764.jpeg,MISSING,0.430339497,Kb,0.951976356
1708988.jpeg,MISSING,0.592831161,MISSING,0.605010609
1709393.jpeg,27.IV.2022,0.543519248,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.184671112
1705679.jpeg,3/6.1870,0.144568051,Rønne,0.885137921
1705430.jpeg,22.5.1902,0.987326463,Halk,0.941876326
1709317.jpeg,30.5-1909,0.187344650,Dyrehaven,0.720269779
1706917.jpeg,10.8.1948,0.814734768,Ørshavn,0.024555926
1709910.jpeg,MISSING,0.487077902,MISSING,0.583919370
1705452.jpeg,29/5.1870,0.985247045,Dyrehaven,0.558966353
1706170.jpeg,1/8-1901,0.294583207,Sandager Lolland,0.335577448
1706106.jpeg,7/6.1870.,0.891673234,Rø. Bornholm,0.306465596
1709493.jpeg,MISSING,0.524804486,Dyrehaven,0.484701425
1707810.jpeg,MISSING,0.697990300,Ti,0.969205820
1706241.jpeg,5-6.1965,0.871770233,Knudshoved,0.518269172
1728580.jpeg,28.VI.1987,0.443410124,EJ: Strandkær,0.312406790
1706470.jpeg,MISSING,0.845331919,Al,0.974849955
1705951.jpeg,28.4.1973,0.914249773,LEJRE SJELLAND | DANMARK,0.102088512
1708786.jpeg,MISSING,0.621645953,MISSING,0.611842983
1707773.jpeg,MISSING,0.700069718,Øbjerggård Bugt,0.062282510
1707751.jpeg,8.VI.2003,0.195959382,Tofte Skov NEJ,0.379839345
1708018.jpeg,1888,0.665610791,Gaabense,0.813249470
1706456.jpeg,17/6.1871.,0.846223098,Jydske As,0.312109730
1709113.jpeg,27-9-58.,0.578869354,Eremitagen,0.541142771
1706179.jpeg,6.73,0.293989088,Tommerup,0.504307366
1708887.jpeg,13.10.1991,0.605604729,Marselisborg,0.448460139
1709439.jpeg,26.9.1907,0.051588360,Aagesholm,0.778790543
1706506.jpeg,17/6 71,0.154073962,Dronninglund bakker,0.178729918
1707455.jpeg,12-6-50.,0.741063959,Jægerspris,0.546192786
1743790.jpeg,24/5-1929 | 24/5-29,0.208435890,Ærø Svendborg Amt | Ærø,0.072382540
1706383.jpeg,MISSING,0.853649591,MISSING,0.656104880
1707415.jpeg,12.7.96. | 12.7.,0.075353137,Ry. | Ry.,0.063173689
1743002.jpeg,7.6.1990,0.415783571,Sose,0.938311610
1707894.jpeg,24-III-1975,0.684028493,Tykskov krat,0.463313125
1708822.jpeg,MISSING,0.617487117,MISSING,0.609466505
1709115.jpeg,14-9-58.,0.238141861,Dyrehaven,0.726805092
1744530.jpeg,3/6. 1870.,0.341518642,Bo | på Stranden ved Byå ved Rønne,0.115456199
1709571.jpeg,MISSING,0.511436799,Danmark,0.846520158
1707391.jpeg,MISSING,0.749084571,Boserup,0.856620188
1708428.jpeg,23-5-1965,0.651054865,V.Sjælland Røsnæs Kongstrup.Kl,0.177838739
1707401.jpeg,3/6 70,0.268144892,Rønne,0.883949682
1744658.jpeg,24-4-1915,0.324883298,Skagen,0.890484995
1707581.jpeg,31.V.1986,0.725319794,Høstemark sk. NEJ,0.232200667
1705686.jpeg,3/6.1870,0.952570476,Rønne,0.797208245
1744435.jpeg,6.6.1924,0.348351015,Skagen,0.890782055
1707374.jpeg,MISSING,0.752352228,MISSING,0.643628372
1706477.jpeg,MISSING,0.843846620,Al,0.985841164
1707659.jpeg,MISSING,0.717596241,Al,0.028120643
1709472.jpeg,MISSING,0.529854501,Dyrehaven,0.296068506
1705813.jpeg,MISSING,0.932667475,Dyrehaven,0.761264019
1705911.jpeg,30-5-1909,0.920190967,Dyrehaven,0.760669900
1705794.jpeg,1883,0.081591391,Ejsbøl,0.182888754
1708027.jpeg,4/7.1907,0.663828433,Sørup,0.798396484
1743906.jpeg,25/7 1948,0.358451046,Spandet Egekrat Sønderjylland,0.139815095
1706144.jpeg,MISSING,0.884246741,MISSING,0.661451955
1742737.jpeg,MISSING,0.435983631,Dyrehaven,0.772849348
1728500.jpeg,28/4 70,0.073273719,Ørholm,0.481136708
1742829.jpeg,MISSING,0.079809033,MISSING,0.269630191
1708928.jpeg,22.8.12,0.599069415,Thorsager,0.783246438
1728532.jpeg,28-5-61.,0.450242498,Eremitagen,0.535795696
1743741.jpeg,1/10 1893,0.383998181,Dyrehaven,0.703634435
1706073.jpeg,19. 7. 1928,0.192988784,Dronninglund,0.361421643
1709401.jpeg,27.IV.2022,0.541439830,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.198632919
1707042.jpeg,8-6-1919,0.799287663,Dyrehaven,0.749678691
1710405.jpeg,6.6.1927,0.463610185,Høbjerg,0.523319188
1706828.jpeg,12/6 1962,0.828102455,Tisvilde Hegn Nordsjælland,0.204574113
1709490.jpeg,MISSING,0.525695665,Dyrehaven,0.776414065
1707362.jpeg,MISSING,0.755025765,Kb,0.971582298
1744443.jpeg,11.8.1922,0.346568657,Sønderborg,0.045053046
1744595.jpeg,MISSING,0.330230373,MISSING,0.561936951
1706976.jpeg,6/1869.,0.808199454,Nykjøbing paa Lolland | Ti,0.046835405
1709337.jpeg,19-9-1953,0.550351622,Dyrehaven,0.717596241
1709578.jpeg,16 4 70,0.040597151,Dyrehaven,0.365283419
1705690.jpeg,MISSING,0.951679297,Bo,0.989702940
1709496.jpeg,MISSING,0.523913307,Dyrehaven,0.775522886
1744604.jpeg,MISSING,0.328745074,MISSING,0.560451652
1743953.jpeg,6-4-1970,0.052776599,Løsø,0.909793877
1707397.jpeg,14.V.89.,0.748787511,Sondbg,0.043270688
1708924.jpeg,22.8.22,0.599366475,Thorsager,0.783840558
1708019.jpeg,MISSING,0.665313731,MISSING,0.626398909
1707227.jpeg,17-7-1977,0.781167020,Jægerspr. N.Sk.,0.355480449
1742760.jpeg,MISSING,0.430933616,Møen,0.432121855
1709802.jpeg,14.9.1948,0.500148530,Rye Skov v. Borup Sjæll.,0.131200364
1708959.jpeg,7/9.1870,0.596989997,Bornholm,0.794831767
1708760.jpeg,10/1873,0.626398909,Rask Horsens | Ho,0.240221279
1706196.jpeg,27/6 1934,0.877117308,Skallingen,0.552133980
1705531.jpeg,MISSING,0.972473477,Danmark,0.871473174
1708031.jpeg,31/5.88.,0.663531373,Gaabense,0.812952410
1743937.jpeg,30.10 1964,0.203979994,V.Sjælland Røsnæs Kongstrup Kl,0.180809336
1706415.jpeg,16.5.1896,0.288344953,Friis's Mark,0.285077296
1705680.jpeg,3/6 1870.,0.117832677,Rønne,0.064064868
1707269.jpeg,17-VIII-1976,0.771364050,Krenkerup,0.741361018
1709870.jpeg,12/7.1870,0.146053349,Ørholm,0.896426190
1708809.jpeg,MISSING,0.077135496,Horsens Bøje Tebbstr,0.036438315
1709776.jpeg,20-5-1956,0.185265232,JægersprisNord skov,0.076838436
1709832.jpeg,28.7.1923,0.496583813,Thorsager,0.710763868
1743996.jpeg,23-9-1956,0.348648075,Boserup,0.484404365
1744647.jpeg,10-5-1956,0.326071537,Kongelunden,0.461530767
1743777.jpeg,19-9-36,0.014752955,Klosterh,0.262500758
1706163.jpeg,1/8.1901,0.160906335,Sandager Lolland,0.336468627
1744554.jpeg,MISSING,0.337656866,Kb,0.979008791
1709884.jpeg,MISSING,0.492127918,Falster,0.521536829
1707218.jpeg,30-8-62.,0.782949379,Dyrehaven,0.743737496
1706438.jpeg,14/6.1871,0.170115186,Dronninglund,0.185562292
1708755.jpeg,MISSING,0.626695968,Veile | Ve,0.236656563
1728462.jpeg,MISSING,0.460045468,Kb,0.952273416
1728571.jpeg,MISSING,0.445786602,MISSING,0.577978175
1708024.jpeg,10 Okt. 1884,0.664422552,Tebbestrup,0.354886329
1708034.jpeg,7/7 1907,0.662937254,Frederiksværk,0.306168536
1706487.jpeg,15/6 1871.,0.842064262,Nord for Storskoven Vendsyssel | Al,0.133576841
1710347.jpeg,26-8-1956,0.473710215,Nekselø S.,0.538469233
1743783.jpeg,13-8-36.,0.378056987,Hindsholm,0.502227948
1705912.jpeg,4-5-1914,0.299336162,Vamdrup,0.866126099
1742792.jpeg,MISSING,0.425289482,Lolland,0.840281904
1709204.jpeg,18.10.1997,0.567284025,Holmegårds Mose,0.283889057
1707695.jpeg,MISSING,0.710763868,Boserup,0.878602607
1707516.jpeg,19-6-1954,0.265768415,"Ørgaard Nors, Thy",0.310327372
1707252.jpeg,MISSING,0.775522886,Dyrehaven,0.070303122
1709786.jpeg,14. IV. 1995,0.501930888,LFM PF67 MALTRUP,0.330527433
1744545.jpeg,MISSING,0.339142164,Kb,0.947223401
1706123.jpeg,6/1870,0.149023947,Bornholm,0.820081843
1706969.jpeg,29/5 1870,0.168629888,Dyrehaven | Kb,0.382512883
1708930.jpeg,22.8.22,0.242894817,Thorsager,0.782949379
1705628.jpeg,30-V 1997,0.139518036,"DRAVED SKOV, SJ",0.225665353
1709808.jpeg,19.IX.1992,0.499257351,Høstemark Skov NEJ,0.282403759
1743030.jpeg,11.5.1982.,0.411327675,Grib skov,0.705713853
1728476.jpeg,MISSING,0.456777811,MISSING,0.580354653
1707436.jpeg,8/6-19.,0.266956654,Hammeren,0.817111246
1706139.jpeg,MISSING,0.885732040,Bo,0.976335253
1707006.jpeg,1/6.1899,0.275571385,Kjeldskov,0.393207032
1709428.jpeg,27.IV.2022,0.534607457,"DENMARK: NEZ: Hellebæk Avlsgård, Kohave, 56.0554N 12.5439E",0.137141558
1707561.jpeg,26-6-1955,0.729775690,Lindholm,0.815328888
1744614.jpeg,MISSING,0.328150955,Esbjerg,0.833746590
1707831.jpeg,MISSING,0.694425584,SS,0.981979388
1705945.jpeg,5.6.1965,0.298444983,Knudshoved,0.684622613
1706194.jpeg,13/6 1939. | 13/6 39,0.293692028,Ærø Svendborg Amt,0.078323734
1707775.jpeg,MISSING,0.699475599,Øbjerggård,0.039111852
1706841.jpeg,8-9-1970,0.825428918,Læsø,0.766314035
1708422.jpeg,17-5-1964,0.652243104,Jægerspr. N.Sk,0.340330403
1709333.jpeg,23-10-57.,0.550648681,Eremitagen,0.539063353
1707813.jpeg,6/1862,0.262203698,Ti | Kulhuset Jægerspris,0.153479842
1707008.jpeg,2/5-1910,0.160015156,Vester Ulslev,0.342706881
1743798.jpeg,3/5-1942,0.376571688,Tisvilde Hegn ved Asserbo,0.189721128
1705858.jpeg,MISSING,0.925835102,MISSING,0.665907851
1708799.jpeg,28/9 84,0.246162473,Tebbestrup bakker Randers,0.138626857
1707268.jpeg,17.VIII-1976,0.771661109,Krenkerup,0.741658078
1709128.jpeg,25-6-1960,0.056341316,Jægerspr. N.Sj.,0.103276751
1744691.jpeg,10-5-1956,0.198038800,Kongelunden,0.368848136
1708844.jpeg,14.10.1979.,0.612140042,Lindum skov,0.359936344
1705535.jpeg,21/7-1920,0.971582298,Hammer Bakker Vendsyssel,0.144270991
1706260.jpeg,4/6 87 | 6/80,0.060203092,Harb. Str. | Eremitag,0.051885420
1706945.jpeg,26/5.1870,0.276759624,Dyrehaven,0.298147924
1706091.jpeg,MISSING,0.894940891,Veilø Bugt,0.480542589
1709370.jpeg,12-10-1952,0.547975144,Dyrehaven,0.715813883
1744623.jpeg,22/5-1900,0.200712337,Vester Ulslev Kjeldskov,0.078917854
1744626.jpeg,MISSING,0.327853895,MISSING,0.560154592
1710351.jpeg,26-8-1956,0.472521976,Nekselø S.,0.537875114
1708001.jpeg,MISSING,0.667393149,Lolland,0.852758412
1706444.jpeg,14/6.1871,0.285968475,Dronninglund,0.171600485
1707168.jpeg,MISSING,0.789187633,MS,0.900882085
1708788.jpeg,10/73,0.247053653,Rask Horsens,0.375086390
1743591.jpeg,Juni 1817.,0.389345256,Sielland,0.807308275
1707388.jpeg,MISSING,0.134170961,MISSING,0.441924826
1706108.jpeg,17/6.1870,0.891376175,Rø Bornholm,0.504604426
1707672.jpeg,MISSING,0.133279782,MISSING,0.441627766
1708933.jpeg,MISSING,0.598178236,Øbjerggård,0.512327978
1708987.jpeg,MISSING,0.593128221,MISSING,0.275274326
1744661.jpeg,16-5-1991,0.324586238,Jylland Skallingen,0.217050621
1709192.jpeg,29-8-1952,0.569066384,Dyrehaven,0.723537436
1705892.jpeg,31/8 1944.,0.922567445,Ulfshale Møen,0.321318581
1706313.jpeg,6/1869,0.291018490,Agrivig Schulih,0.016535314
1709101.jpeg,11/9 -1965.,0.579463474,4 km. S.V. Gl. Skagen,0.146647469
1707562.jpeg,26-6-1955,0.729478630,Lindholm,0.815031828
1728572.jpeg,MISSING,0.445489542,MISSING,0.577681115
1707694.jpeg,MISSING,0.711060928,Boserup,0.854243710
1705784.jpeg,15.7.1908,0.936232192,Ordrup,0.690563807
1709505.jpeg,13/5. 1870,0.522428008,Aldershvile,0.433904213
1706252.jpeg,24.6.1975,0.870581995,GRØNNINGEN FANØ | DANMARK,0.143973931
1709034.jpeg,4/9.1905,0.240815399,Vester Ulslev Haven,0.227447711
1708376.jpeg,27.4-49,0.657887239,Frederikslund,0.413110033
1707265.jpeg,23.7.1998,0.772552289,Dyrehaven,0.742252198
1743711.jpeg,23/4 1891,0.211109427,Saltesø Skov,0.238735981
1743559.jpeg,MISSING,0.395880570,Skagen,0.912467414
1709060.jpeg,Aug 1934,0.162985753,Tange v. Ribe,0.403307063
1709921.jpeg,MISSING,0.485295544,Boserup,0.843846620
1705561.jpeg,7-6-1922,0.970394059,Dyrehaven,0.762749318
1707447.jpeg,13/6 1939. | 13/6 39,0.108623825,Ærø Svendborg Amt,0.080403152
1728471.jpeg,MISSING,0.457668991,MISSING,0.271709609
1705982.jpeg,6-1915.,0.912170355,Vorbasse,0.423804183
1743013.jpeg,19.V.2022,0.414001212,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.168035768
1709502.jpeg,MISSING,0.522725068,Dyrehaven,0.774928766
1705698.jpeg,MISSING,0.949896938,Øbjerggård Næstved | SS,0.116941497
1744436.jpeg,8.5.25,0.348053956,Saltholm,0.805525917
1709384.jpeg,19.IX.1992,0.545004547,Høstemark Skov NEJ,0.282700818
1705994.jpeg,23.7.44,0.910090937,DANMARK | Stasevang,0.264877236
1706362.jpeg,MISSING,0.855431949,MISSING,0.280324341
1742761.jpeg,MISSING,0.430636557,Møen,0.528963322
1706316.jpeg,6/1869,0.099117915,Rørvig,0.832261291
1744562.jpeg,MISSING,0.336171567,Kb,0.944549864
1709791.jpeg,26.3.1978.,0.501336769,Øse,0.886029100
1705515.jpeg,MISSING,0.975147014,MISSING,0.674225523
1709394.jpeg,27.IV.2022,0.543222189,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.184374053
1709229.jpeg,8.10.21,0.565204607,Dyrehaven,0.386968778
1707178.jpeg,MISSING,0.787702334,MS,0.211109427
1709097.jpeg,22.8.22,0.176947560,Thorsager,0.496286754
1705814.jpeg,MISSING,0.932370415,Dyrehaven,0.792455289
1706101.jpeg,MISSING,0.892564413,Veilø Bugt,0.414595332
1709164.jpeg,MISSING,0.573225220,MISSING,0.597287057
1743905.jpeg,26/7 1948,0.105950288,Stensbæk Plantage Sønderjylland,0.179918157
1709139.jpeg,29-VIII 1985,0.237250682,SKIBBY. SJ.,0.091988481
1708958.jpeg,7/9.1870,0.242003637,Bornholm,0.692940285
1743044.jpeg,26.9.1922,0.408951197,Dyreh.,0.830775993
1706268.jpeg,MISSING,0.135656259,MISSING,0.442816005
1705574.jpeg,21-5-49.,0.968908760,Eremitagen,0.501039709
1707927.jpeg,13.5.1938.,0.678087299,Aasø,0.939202789
1705992.jpeg,3.8.1973,0.910685056,Svinø strand,0.453510155
1743522.jpeg,6.6.92,0.093176720,Kulhus,0.121397393
1744700.jpeg,12-5-1957,0.321912701,Saltholm,0.454104274
1743025.jpeg,1. 10-65,0.213485905,Tisvilde h.,0.092285541
1709488.jpeg,MISSING,0.525992725,Dyrehaven,0.776711125
1705864.jpeg,MISSING,0.924646863,Kostr. Banke,0.114267960
1728602.jpeg,11/6 1933 | 22/6 1933,0.070006062,Saltholm,0.350133374
1707052.jpeg,21-5-49.,0.797505305,Eremitagen,0.548866323
1706323.jpeg,7/8 62.,0.026635344,Rørvig,0.241409518
1709274.jpeg,MISSING,0.562531070,Kb,0.981682328
1707161.jpeg,20/8 1888,0.790078812,Bognæs Roeskilde | MS,0.125259169
1710382.jpeg,16-7-1972,0.466877842,EJSTRUPHOLM,0.490939679
1728501.jpeg,10/4 79,0.065550167,Kbh,0.110109124
1705979.jpeg,19.6.96.,0.297850864,Onsild,0.697099121
1707319.jpeg,22.5.22,0.763640497,Søllerød,0.825725978
1709052.jpeg,23.8.03,0.583919370,Mølbæk,0.797802364
1709895.jpeg,MISSING,0.490048500,Kb,0.980791149
1709353.jpeg,MISSING,0.548866323,MISSING,0.592534101
1707424.jpeg,31.5.1888,0.746708093,Gaabense,0.817408306
1705976.jpeg,86.,0.011782358,MISSING,0.281512580
1705459.jpeg,MISSING,0.983464686,Veilø Bugt,0.433310094
1707482.jpeg,30.5-1909 | 1829,0.025447105,Dyrehaven,0.738687481
1742981.jpeg,MISSING,0.419645347,MISSING,0.573225220
1743837.jpeg,13-8-36,0.369739315,Hindsholm,0.703040315
1705962.jpeg,maj 75 | 1975,0.173976963,Vestjyll. Tipperne,0.292503789
1743933.jpeg,29-4-28,0.356074568,Trørød Hegn,0.097335556
1705501.jpeg,MISSING,0.978711731,Odense,0.915438012
1708889.jpeg,13.10.1991,0.605010609,Marselisborg,0.447866020
1710377.jpeg,29. august 1993,0.468066081,"DK, NWZ, PG 27 Kongstrup, Røsnæs",0.176353440
1708725.jpeg,20.10.1946,0.631745984,Salten,0.698287360
1709136.jpeg,24.10.1976,0.576195817,DANMARK | RØLD SKOV SKØRPING,0.108326766
1706011.jpeg,4.VI.1988,0.907714459,Råbjerg K. | DK.NEJ.NJ88,0.067035465
1708838.jpeg,29.3.1975,0.613328281,Tykskov v. Brande,0.305574416
1743793.jpeg,21/9 1934 | 21/9 34,0.207841770,Rudkøbing Svendborg Amt | Ru,0.173679903
1707955.jpeg,76/1870,0.042973628,Dyrehaven,0.555698697
1708441.jpeg,13-4-1963,0.648678387,Nødebohuse Halsnæs,0.252994847
1707684.jpeg,15/6 1871,0.713437405,Jydske Aas Vendsyssel,0.145459230
1706270.jpeg,MISSING,0.868205517,MISSING,0.659669597
1706287.jpeg,13-5-1972,0.865531979,SKALLINGEN,0.551242801
1707418.jpeg,23/6 1905,0.015050015,Mylgård Vendsyssel,0.012673537
1742816.jpeg,MISSING,0.422021825,MISSING,0.574413459
1705525.jpeg,2/7 1898,0.973661716,Kulhuse,0.872067293
1705859.jpeg,MISSING,0.925538042,MISSING,0.665610791
1707649.jpeg,MISSING,0.717893301,Kjøbenhavns Omegn,0.124070931
1707728.jpeg,MISSING,0.707199151,MISSING,0.634122461
1707663.jpeg,MISSING,0.716408002,Mø,0.678681419
1705908.jpeg,8-6-1914,0.920785086,Vamdrup,0.866720218
1709040.jpeg,9/9 72,0.240221279,Dyrh,0.386374659
1709905.jpeg,MISSING,0.488563201,MISSING,0.585107608
1709295.jpeg,MISSING,0.558075174,Kb,0.959996969
1705783.jpeg,3. 6. 1907,0.047726584,København,0.762155199
1743759.jpeg,28/7 1930.,0.381027584,Ærø.,0.807011216
1707622.jpeg,MISSING,0.722052137,Tidsvilde,0.482622007
1705582.jpeg,4-6 1965,0.968017581,V.Sjælland Røsnæs Kongstrup. Kl,0.113079721
1709312.jpeg,10-5-1915,0.555401637,Skagen,0.897317369
1709300.jpeg,26/3 1902,0.233091846,Vester Ulslev,0.292800849
1707548.jpeg,15.7.06,0.036438315,Dyrehaven,0.010594119
1706846.jpeg,d. 6 VIII 1972,0.824240679,Liseleje N. Sj.,0.268739012
1705878.jpeg,6.7.37,0.104762049,Trelde,0.479057290
1706967.jpeg,19/5. 1870.,0.809684753,Dyrehaven | Kb,0.266065474
1709546.jpeg,MISSING,0.514704456,Boserup,0.876523189
1706877.jpeg,26-7-1951,0.819487724,Nivå,0.934746893
1742755.jpeg,MISSING,0.431527736,Øbjerggård,0.479651410
1705617.jpeg,14-5-1954,0.962670506,Kulhuse,0.870879054
1708385.jpeg,17-9-49.,0.656104880,Grib Skov.,0.541736890
1743509.jpeg,MISSING,0.127041528,MISSING,0.438063049
1709831.jpeg,28.7.1923,0.496880873,Thorsager,0.468363140
1743708.jpeg,MISSING,0.387562898,Kb,0.949599879
1705881.jpeg,6.7.37,0.924052743,Trelde,0.829884814
1743947.jpeg,4-4-1953,0.354589269,Glumsø øst-skv,0.107138527
1707814.jpeg,MISSING,0.697396181,Ti,0.768393453
1743590.jpeg,MISSING,0.389642316,MISSING,0.569066384
1707434.jpeg,28/5-16.,0.745222795,Dragør,0.899990906
1706320.jpeg,7/1862,0.861670203,Rørvig,0.351618672
1744643.jpeg,22-5-1955,0.326665656,Skallingen,0.532825099
1709366.jpeg,16.4.70.,0.231903607,Livend,0.252103668
1708797.jpeg,16/7 13,0.020991209,Veile | Rask Horsens,0.119615035
1706985.jpeg,MISSING,0.806714156,MISSING,0.651648985
1705453.jpeg,MISSING,0.984949985,Veilø Bugt,0.501336769
1743802.jpeg,20/7-1932,0.375680509,Skallingen,0.534310397
1705961.jpeg,24.3.1970,0.913061534,Østjylland Klattrup syd f. Vejle,0.208435890
1705762.jpeg,24-5-1915,0.939202789,Skagen,0.907714459
1709784.jpeg,14.IV.1991,0.194771143,LFM PF58 RAVNSBY BAKKE,0.130012125
1707338.jpeg,MISSING,0.759184601,Bornholm,0.422615944
1706775.jpeg,30-6-1912,0.834340709,Sandbjerg,0.753837527
1709375.jpeg,6-4-1952,0.547083965,Dyrehaven,0.714922704
1707690.jpeg,MISSING,0.712249166,Boserup,0.854837830
1707969.jpeg,MISSING,0.673631403,Falster,0.290721431
1707275.jpeg,20-VIII-1976,0.770175811,Maltrup,0.516189754
1744553.jpeg,MISSING,0.337953925,Kb,0.946035162
1709518.jpeg,MISSING,0.520051531,Kb,0.957917551
1743823.jpeg,16.6.1929,0.371521673,Lellinge skov.,0.358451046
1708665.jpeg,9.93 | 4.93,0.071788421,Hunderup,0.053073659
1708762.jpeg,MISSING,0.626101849,MISSING,0.616298878
1706291.jpeg,15.V.2011,0.864640800,Røsnæsgd. NWZ,0.294286147
1707812.jpeg,MISSING,0.697693240,Ti,0.968908760
1709561.jpeg,IV. 91.,0.229230070,Sondbg,0.434498333
1743781.jpeg,30/8 1940,0.111594423,Tange,0.334092149
1707987.jpeg,MISSING,0.670363747,Kb,0.967423462
1709553.jpeg,MISSING,0.512625038,MISSING,0.589266444
1708775.jpeg,MISSING,0.623725371,MISSING,0.613625341
1707769.jpeg,MISSING,0.700960897,Øbjerggård,0.039408912
1707389.jpeg,MISSING,0.749678691,Boserup,0.880087905
1707541.jpeg,MISSING,0.733340406,MISSING,0.638281297
1710340.jpeg,23-6-1961,0.475195514,"MidtJylland Galgehøj, Hjarbæk",0.192097605
1706140.jpeg,MISSING,0.885434980,Bo,0.987623522
1708691.jpeg,21.X. 1976,0.195365262,"Sjælland Røsnæs, Kongstrup",0.201009397
1706963.jpeg,MISSING,0.809981813,Dyrchaven,0.074759018
1709036.jpeg,MISSING,0.585107608,MISSING,0.601445893
1707450.jpeg,18-6-49.,0.742549257,Hestehaven,0.396771749
1744679.jpeg,MISSING,0.323695059,MISSING,0.559263413
1706972.jpeg,MISSING,0.808793574,Kb,0.973661716
1708769.jpeg,MISSING,0.624319491,MISSING,0.614516520
1709582.jpeg,24/7 77,0.020100030,Hareskov,0.017426493
1707703.jpeg,6. 94,0.263688997,Skagen,0.898208548
1708845.jpeg,15-XI-1976,0.611842983,Ejstrupholm,0.493019097
1743003.jpeg,7.6.1990,0.415486511,Sose,0.938014550
1744451.jpeg,14.5.1947,0.345974538,Juelsminde,0.047132464
1707633.jpeg,6/1871.,0.719972719,Vendsyssel,0.468066081
1709767.jpeg,13-9-1952,0.505198545,Laveskov,0.430933616
1707510.jpeg,26-5-1965,0.736905123,V.Sjælland Røsnæs Kongstrup Kl,0.215565323
1707454.jpeg,12-6-50.,0.741361018,Jægerspris,0.499554410
1744697.jpeg,10-5-1956,0.322209761,Kongelunden,0.367956957
1707422.jpeg,23/6.1905,0.747005153,Mølgård Wendsyssel,0.105356169
1708466.jpeg,MISSING,0.644816611,MISSING,0.623428312
1709924.jpeg,MISSING,0.484701425,MISSING,0.583325250
1705977.jpeg,MISSING,0.912467414,MISSING,0.663234313
1707249.jpeg,MISSING,0.776414065,Dyrehaven,0.068817824
1709143.jpeg,Sommer 1940,0.036141255,Pjedsted ved Vejle.,0.163579873
1707041.jpeg,17-6-1922,0.799584723,Dyrehaven,0.749975750
1705683.jpeg,3/6.1870,0.156153380,Rønne,0.925240982
1707692.jpeg,MISSING,0.711655047,Boserup,0.878899667
1744686.jpeg,10-5-1956,0.323397999,Kongelunden,0.369442255
1705498.jpeg,29/5.1870,0.979305850,Dyrehaven,0.558669294
1709427.jpeg,27.IV.2022,0.534904517,"DENMARK: NEZ: Hellebæk Avlsgård, Kohave, 56.0554N, 12.5439E",0.186750530
1706285.jpeg,18-6-1956,0.866126099,Redsle Fl.,0.387859958
1710409.jpeg,3. 6. 1934.,0.463016065,Saltholm,0.809981813
1709821.jpeg,25-6.32,0.226556532,Kandestederne,0.045350106
1706784.jpeg,23.7.22,0.832855411,Tisvilde,0.765125796
1707841.jpeg,MISSING,0.692940285,Jægerspris,0.284483177
1705657.jpeg,15.7.37,0.956432252,Sose,0.890187936
1708723.jpeg,20.10.1946,0.632340103,Salten,0.698881479
1708037.jpeg,5/6 1909,0.662640194,Geels Skov,0.396474689
1709803.jpeg,4.5.1947,0.227447711,Færgelunden Horns H.,0.146053349
1706103.jpeg,MISSING,0.892267354,Veilø Bugt,0.311218551
1743868.jpeg,29-7-49.,0.364689300,Asserbo,0.835231888
1707784.jpeg,6/1862,0.262500758,Jægerspris,0.029308881
1707868.jpeg,4.11.59,0.688187329,Svejbæk,0.472521976
1705958.jpeg,16.6.1929,0.913358594,Lellinge skov,0.421130646
1709341.jpeg,19-9-1953,0.232497727,Dyrehaven,0.717002122
1709007.jpeg,MISSING,0.588969385,Lolland,0.849193695
1743957.jpeg,3.6.1974,0.032576538,KNUDSHODDE SJÆLLAND | DANMARK,0.111891482
1705964.jpeg,maj 75 | 1975,0.084859048,Tipperne Vestj. | Vestjyll. Tipperne,0.025150045
1706422.jpeg,17/6.1871,0.848005456,Dronninglund,0.327259776
1709009.jpeg,MISSING,0.588672325,Lolland,0.848896635
1707299.jpeg,15.5.1947,0.766611094,Juelsminde,0.408654138
1709058.jpeg,23.8.03,0.583028190,Mølbæk,0.782058199
1706834.jpeg,28-5-1965,0.826914216,V.Sjælland Røsnæs Kongstrup Kl,0.203979994
1707407.jpeg,MISSING,0.747896332,MISSING,0.640657775
1706095.jpeg,MISSING,0.894049712,Dyrehaven,0.758590482
